千遥;助からない...;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;siro_2;;;
シプセス;でも...あなたたち次第で...<br>運命は変わる...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;ここは、彩さんが作り出してしまった世界...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
楓;どういうことなん？;yukino_off;kaede2;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;彼は敗血症という病気にかかってる...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
弥生;それはもう彩から聞いた;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;siro_2;;;
雪乃;敗血症どんな病気なの？;yukino2;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;細菌が血液の流れの中に入って増殖...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;その生産した毒素によって中毒症状を起こしたり、;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;二次的にいろいろな臓器に感染を起こす病気...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
雪乃;んー難しいなあ<br>重篤とは聞いたけど;yukino2;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
雪乃;そんなに重い病気なの？;yukino2;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;心筋梗塞や脳卒中...分かる？;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
雪乃;それは知ってる！;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
弥生;日本人の三大死因だよ;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;siro_2;;;
シプセス;敗血症はそれよりも遥かに死亡率が高い...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;重症に至ると、医学の進んだ国であっても死亡率は30％...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
雪乃;そんなに！？;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
;シプセス..彼女は一体何者なの？;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;なんで彩を知ってるの...<br>神様なんていないはず...;nasi;nasi;nasi;nasi;nasi;siro_2;;;
弥生;で、彩とこの世界はどんな関係なの？;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;siro_2;;;
シプセス;そう...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;彼は病気にかかってから様々なことを考えた...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;自分の病気のこと..;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;これからどうすればいいのかということ...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
千遥;.....;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;siro_2;;;
シプセス;しかし、彼は知ることになる...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;自分は助からない....;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;そしてもう長くはないということを...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
楓;彩くん...;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;その結果、彼は諦めてしまいます...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;生きることを...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
千遥;生きることを...;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;siro_2;;;
雪乃;諦めた？;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
弥生;諦めた...;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;siro_2;;;
シプセス;しかし、先ほども言いました。;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;あなたたち次第でそれは変わる...と...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
;本当に助けることができるの...;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;少しでも希望があるなら...助けたい...;nasi;nasi;nasi;nasi;nasi;siro_2;;;
雪乃;あたしたちに何ができるの？;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;彩さんは生きるのを諦めた。でも...<br>生きたいという思いが...<br>この世界を作り出した...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;心のどこかで...生きたいと思っている;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;それは、あなたたちという存在があるから...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
弥生;どうしたらいいの！？;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;siro_2;;;
;いつもなら落ち着いている弥生が声を上げた;nasi;nasi;nasi;nasi;nasi;siro_2;;;
シプセス;この世界のどこかに彩さんはいる...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;今も彩さんは多数の病原菌...細菌に蝕まれています...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;その細菌を倒すことができれば、彩さんは一命をとりとめる...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;助けにいくんだよね？;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
;考える暇はない<br>答えは１つ;nasi;nasi;nasi;nasi;nasi;siro_2;;;
弥生;私は一人でもやるよ;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;siro_2;;;
楓;弥生ちゃん...;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;siro_2;;;
雪乃;私も行くよ！;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
弥生;やれるだけやってみよう;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;siro_2;;;
千遥;一人でもだなんて言わないで<br>みんなで行こ？;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;siro_2;;;
シプセス;決まったようですね..<br>細菌の増殖速度は侮れないから...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
シプセス;急ぎましょう..<br>....??;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
弥生;シプセス...私は橘　弥生<br>彩を助けたいのよろしくね;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;siro_2;;;
千遥;楠城　千遥(くすのき　ちはる)です;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;siro_2;;;
雪乃;七海　雪乃(ななみ　ゆきの);yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
楓;綾瀬　楓(あやせ　かえで)や、よろしくね;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;siro_2;;;
シプセス;よろしく...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
雪乃;でさーっどうやって細菌を倒すの？;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
;聞いた途端、近くでうめき声が上がった;nasi;nasi;nasi;nasi;nasi;siro_2;Alien_is_coming;;
シプセス;近くにいた細菌が来てる...<br>緑膿菌...<br>私たちを排除しようとしてる...;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
雪乃;えっえっどうするの！？;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;siro_2;;;
弥生;倒せばいいんでしょ<br>やってやるわよ;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;siro_2;;;
千遥;えっ大丈夫なの？弥生ちゃん!;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;siro_2;;;
シプセス;私もいます...大丈夫;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;siro_2;;;
